site.Country;site.LatDD;site.LongDD;site.SiteName;site.SiteCODE;sample.SampleCODE;ecofig.Aquatics;ecofig.Carrion;ecofig.Disturbed/arable;ecofig.Dry dead wood;ecofig.Dung/foul habitats;ecofig.General synanthropic;ecofig.Halotolerant;ecofig.Heathland & moorland;ecofig.Indicators: Coniferous;ecofig.Indicators: Deciduous;ecofig.Indicators: Dung;ecofig.Indicators: Running water;ecofig.Indicators: Standing water;ecofig.Meadowland;ecofig.Mould beetles;ecofig.Open wet habitats;ecofig.Pasture/Dung;ecofig.Sandy/dry disturbed/arable;ecofig.Stored grain pest;ecofig.Wetlands/marshes;ecofig.Wood and trees;sample.CalAgeEarliest;sample.CalAgeLatest;sample.Total Of Abundance
England;52.21667;0.1533333;Barnwell Station;SITE000045;SAMP000083;8.33;0;8.33;0;0;0;0;25;0;0;0;0;0;25;0;0;0;16.67;0;8.33;8.33;25273;22192;12
England;52.21667;0.1533333;Barnwell Station;SITE000045;SAMP000084;0;0;5.88;0;0;0;5.88;17.65;0;0;0;0;0;17.65;0;17.65;0;23.53;0;5.88;5.88;25273;22192;17
England;52.21667;0.1533333;Barnwell Station;SITE000045;SAMP000086;0;0;0;0;0;0;0;0;0;0;0;0;0;66.67;0;0;0;0;0;33.33;0;25273;22192;3
England;52.21667;0.1533333;Barnwell Station;SITE000045;SAMP000087;0;20;0;0;0;0;0;20;0;0;0;0;0;20;0;0;0;0;0;20;20;25273;22192;5
England;52.21667;0.1533333;Barnwell Station;SITE000045;SAMP000082;10;10;0;0;10;0;10;10;0;0;0;0;0;10;0;0;10;10;0;10;10;25273;22192;10
France;47.73333;6.503889;La Grande Pile;SITE000721;SAMP003124;20;2.86;8.57;0;2.86;2.86;2.86;8.57;0;2.86;0;0;5.71;8.57;0;5.71;2.86;5.71;0;8.57;11.43;24265;23862;35
England;53.69167;0.0825;Dimlington;SITE000163;SAMP000302;4.55;6.82;4.55;0;6.82;6.82;6.82;11.36;0;0;0;0;0;6.82;0;9.09;6.82;6.82;0;13.64;9.09;22606;21643;44
England;53.58556;-0.5875;Yarborough Quarry;SITE000672;SAMP001798;7.41;3.7;6.17;0;4.94;4.94;3.7;7.41;0;0;0;0;2.47;9.88;0;6.17;3.7;6.17;0;20.99;12.35;19629;7709;81
Wales;52.91083;-4.298889;Glanllynnau;SITE000234;SAMP000465;0;5.26;7.89;2.63;5.26;2.63;7.89;13.16;0;0;0;0;0;10.53;0;2.63;7.89;10.53;0;10.53;13.16;18371;16797;38
Sweden;56.28333;12.53333;Björkeröds Mosse;SITE000755;SAMP001993;0;8.33;8.33;0;8.33;8.33;8.33;8.33;0;0;0;0;0;8.33;0;8.33;8.33;8.33;0;8.33;8.33;18329;15985;12
England;52.33667;-2.280278;Wilden;SITE000656;SAMP001750;20;10;0;0;10;0;10;10;0;0;0;10;0;0;0;0;10;0;0;10;10;17745;16467;10
France;44.05778;7.457222;Lac Long Inferior, Vallée des Merveilles;SITE000795;SAMP004295;7.84;3.92;3.92;0;3.92;5.88;7.84;5.88;0;0;1.96;0;1.96;11.76;0;5.88;3.92;7.84;0;11.76;15.69;17641;16866;51
Lithuania;57.33333;25.38333;Raunis;SITE000943;SAMP005107;0;0;6.67;0;0;6.67;13.33;6.67;0;0;0;0;0;6.67;0;6.67;0;6.67;0;20;26.67;17637;14534;15
England;54.41512;-3.483896;Sellafield;SITE001084;SAMP005763;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17630;17279;1
England;52.33667;-2.280278;Wilden;SITE000656;SAMP001749;5.56;8.33;2.78;0;11.11;2.78;5.56;5.56;0;0;0;0;0;2.78;0;2.78;11.11;2.78;0;22.22;16.67;17427;16159;36
England;52.80722;-2.109722;Stafford: Kings Pool;SITE000871;SAMP004326;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17406;15226;1
Sweden;56.28333;12.53333;Björkeröds Mosse;SITE000755;SAMP001995;7.69;7.69;7.69;0;7.69;7.69;7.69;7.69;0;0;0;0;0;7.69;0;7.69;7.69;7.69;0;7.69;7.69;17400;16505;13
England;54.41512;-3.483896;Sellafield;SITE001084;SAMP005762;14.29;4.08;2.04;0;4.08;2.04;6.12;10.2;0;0;0;0;2.04;6.12;0;4.08;4.08;6.12;0;22.45;12.24;17360;16930;49
Wales;52.91083;-4.298889;Glanllynnau;SITE000234;SAMP000464;10.53;2.63;5.26;0;5.26;2.63;5.26;10.53;0;0;0;0;0;13.16;0;5.26;2.63;5.26;0;23.68;7.89;17215;15415;38
England;54.48722;-3.599167;St. Bees;SITE000557;SAMP004020;0;0;15.79;0;0;0;10.53;10.53;0;0;0;0;0;15.79;0;10.53;0;10.53;0;10.53;15.79;17205;16180;19
England;52.33667;-2.280278;Wilden;SITE000656;SAMP001748;1.75;3.51;3.51;0;7.02;5.26;7.02;7.02;0;1.75;0;0;0;10.53;1.75;5.26;5.26;1.75;0;26.32;12.28;17031;15736;57
England;51.92305;-0.2505555;Colney Heath;SITE000137;SAMP000259;6.98;1.55;6.98;0.78;3.1;1.55;6.2;10.08;0;1.55;0;0;1.55;11.63;0;2.33;2.33;7.75;0;20.16;15.5;17012;15776;129
England;54.48722;-3.599167;St. Bees;SITE000557;SAMP004019;0;0;9.09;0;9.09;0;9.09;18.18;0;0;0;0;0;18.18;0;0;0;18.18;0;9.09;9.09;16885;15850;11
Wales;51.52528;-3.523611;Llanilid;SITE000358;SAMP002264;27.27;0;0;0;2.27;0;0;6.82;0;0;0;9.09;2.27;9.09;0;6.82;0;4.55;0;20.45;11.36;16875;16355;44
England;51.66988;-1.2486;Abingdon;SITE000765;SAMP002612;2.44;2.44;7.32;0;4.88;2.44;4.88;9.76;0;0;0;0;0;12.2;0;7.32;2.44;7.32;0;26.83;9.76;16795;16021;41
Wales;52.91083;-4.298889;Glanllynnau;SITE000234;SAMP000463;9.09;3.03;3.03;0;9.09;3.03;3.03;12.12;0;0;0;0;0;15.15;0;6.06;3.03;6.06;0;15.15;12.12;16790;14874;33
England;54.41512;-3.483896;Sellafield;SITE001084;SAMP005761;22.73;4.55;4.55;0;4.55;4.55;4.55;0;0;0;0;0;4.55;9.09;0;4.55;4.55;4.55;0;18.18;9.09;16767;16315;22
England;51.48805;-0.5236701;Colnbrook;SITE000136;SAMP000258;6.52;6.52;4.35;0;6.52;4.35;6.52;10.87;0;0;0;0;2.17;8.7;0;6.52;4.35;8.7;0;10.87;13.04;16749;15717;46
England;51.48805;-0.5236701;Colnbrook;SITE000136;SAMP000257;12.82;2.56;5.13;0;2.56;2.56;2.56;7.69;0;0;0;2.56;2.56;12.82;0;2.56;2.56;7.69;0;20.51;12.82;16675;15640;39
France;44.05778;7.457222;Lac Long Inferior, Vallée des Merveilles;SITE000795;SAMP004300;50;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;16670;15859;2
England;54.48722;-3.599167;St. Bees;SITE000557;SAMP004018;0;5.88;5.88;0;8.82;2.94;5.88;11.76;0;0;0;0;0;8.82;0;2.94;2.94;17.65;0;8.82;17.65;16642;15602;34
England;52.33667;-2.280278;Wilden;SITE000656;SAMP001747;8.33;2.78;2.78;0;5.56;2.78;5.56;5.56;0;0;0;2.78;0;13.89;0;8.33;5.56;2.78;0;22.22;11.11;16560;15259;36
England;51.66988;-1.2486;Abingdon;SITE000765;SAMP002614;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;60;20;16436;15336;5
France;44.05778;7.457222;Lac Long Inferior, Vallée des Merveilles;SITE000795;SAMP004299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;16408;15631;1
England;54.48722;-3.599167;St. Bees;SITE000557;SAMP004017;3.85;2.56;5.13;0;3.85;5.13;6.41;11.54;0;0;0;0;0;11.54;0;6.41;3.85;7.69;0;17.95;14.1;16331;15316;78
Wales;52.91083;-4.298889;Glanllynnau;SITE000234;SAMP000462;8.33;2.78;6.94;0;2.78;2.78;4.17;8.33;0;0;0;0;0;12.5;0;1.39;2.78;5.56;0;27.78;13.89;16300;14276;72
Scotland;55.10361;-3.396389;Roberthill;SITE000489;SAMP001303;6.84;3.42;5.13;0;8.55;2.56;2.56;8.55;0;0.85;0;0.85;0;11.97;0.85;5.13;5.13;5.13;0;19.66;12.82;16242;14519;117
England;52.33667;-2.280278;Wilden;SITE000656;SAMP001746;5.88;1.47;5.88;0;5.88;1.47;2.94;5.88;0;0;0;1.47;0;14.71;1.47;5.88;5.88;5.88;0;23.53;11.76;16195;14757;68
France;44.05778;7.457222;Lac Long Inferior, Vallée des Merveilles;SITE000795;SAMP004298;10;0;0;0;0;0;10;10;0;0;0;0;10;10;0;10;10;10;0;10;10;16150;15330;10
England;54.48722;-3.599167;St. Bees;SITE000557;SAMP004016;6.67;1.11;6.67;0;4.44;2.22;4.44;8.89;0;0;0;0;1.11;12.22;0;8.89;4.44;7.78;0;16.67;14.44;16129;15159;90
Switzerland;46.52;6.5729;Lausanne;SITE000339;SAMP003611;1.85;0.93;8.33;0;1.85;2.78;10.19;15.74;0;0;0;0;0;11.11;0;3.7;3.7;11.11;0;14.81;13.89;16121;15342;108
England;52.33667;-2.280278;Wilden;SITE000656;SAMP001744;11.48;3.28;4.1;0;4.92;2.46;4.92;5.74;0;0;0;0.82;1.64;9.02;0.82;2.46;4.1;4.92;0;28.69;10.66;16049;13370;122
England;54.48722;-3.599167;St. Bees;SITE000557;SAMP004015;3.23;2.15;7.53;0;5.38;4.3;6.45;8.6;0;0;0;0;2.15;13.98;1.08;4.3;2.15;10.75;0;15.05;12.9;15976;14836;93
France;44.05778;7.457222;Lac Long Inferior, Vallée des Merveilles;SITE000795;SAMP004297;0;5.26;5.26;0;5.26;5.26;10.53;5.26;0;0;0;0;0;10.53;0;10.53;10.53;10.53;0;10.53;10.53;15930;15153;19
Netherlands;52.2;6.816667;Usselo;SITE000634;SAMP001691;10.71;3.57;3.57;0;3.57;3.57;7.14;0;0;3.57;0;0;7.14;3.57;0;21.43;3.57;3.57;0;17.86;7.14;15888;14936;28
England;54.29028;-4.591944;Glen Ballyre;SITE000236;SAMP003504;22.22;0;0;0;0;0;11.11;0;0;0;0;0;11.11;0;0;55.56;0;0;0;0;0;15857;14019;9
France;44.05778;7.457222;Lac Long Inferior, Vallée des Merveilles;SITE000795;SAMP004296;4.17;8.33;4.17;0;12.5;4.17;12.5;4.17;0;0;0;0;0;4.17;0;8.33;8.33;4.17;0;12.5;12.5;15737;14792;24
England;54.48722;-3.599167;St. Bees;SITE000557;SAMP004014;3.21;1.92;7.05;0;3.21;4.49;3.85;10.26;0;0;0;0;0.64;14.74;1.92;4.49;3.85;7.69;0;16.03;16.67;15720;14350;156
England;52.66278;-2.743611;Condover;SITE000141;SAMP004521;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;50;0;0;0;0;15698;14452;2
England;52.33667;-2.280278;Wilden;SITE000656;SAMP001743;7.61;3.26;4.35;0;6.52;3.26;6.52;8.7;0;0;0;0;1.09;7.61;1.09;5.43;5.43;6.52;0;23.91;8.7;15679;13079;92
France;44.78361;6.288611;Lac des Lauzons;SITE001143;SAMP006169;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15611;15210;1
Wales;52.91083;-4.298889;Glanllynnau;SITE000234;SAMP000459;11.39;2.95;5.49;0;3.8;1.69;4.64;6.75;0;0.42;0;1.27;3.38;12.24;0;5.06;2.11;5.91;0;22.36;10.55;15594;14025;237
England;52.33667;-2.280278;Wilden;SITE000656;SAMP001745;3.08;3.08;6.15;0;6.15;6.15;6.15;7.69;0;0;0;0;0;12.31;3.08;1.54;6.15;6.15;0;20;12.31;15581;14061;65
Scotland;56.21806;-4.199444;Torrie Borehole;SITE000751;SAMP001658;0;0;0;0;0;0;0;0;0;0;0;0;0;33.33;0;0;0;0;0;66.67;0;15458;14911;3
Scotland;56.21806;-4.199444;Teith Valley;SITE000594;SAMP004059;0;0;0;0;0;0;0;0;0;0;0;0;0;33.33;0;0;0;0;0;66.67;0;15458;14911;3
England;54.41512;-3.483896;Sellafield;SITE001084;SAMP005760;22.22;5.56;5.56;0;5.56;5.56;5.56;0;0;0;0;0;0;11.11;0;5.56;5.56;5.56;0;11.11;11.11;15365;15070;18
England;54.48722;-3.599167;St. Bees;SITE000557;SAMP004013;13.45;0.9;4.48;0;4.48;1.35;4.48;8.97;0;0.45;0.45;0.45;4.93;11.21;0.9;3.59;1.79;7.17;0;19.73;11.21;15345;14120;223
England;52.12889;-2.74059;Wellington;SITE000896;SAMP004493;5;2.5;7.5;0;2.5;2.5;10;10;0;0;0;5;0;5;0;5;5;7.5;0;22.5;10;15295;15017;40
England;52.33667;-2.280278;Wilden;SITE000656;SAMP001742;4.84;1.61;3.23;0;3.23;3.23;4.84;8.06;0;0;0;1.61;0;14.52;1.61;3.23;4.84;4.84;0;25.81;14.52;15231;12739;62
Scotland;54.97639;-3.093611;Redkirk Point;SITE000483;SAMP001242;5.45;1.82;2.73;0;10.91;3.64;5.45;8.18;0;0;0;4.55;0;10.91;0.91;5.45;6.36;5.45;0;17.27;10.91;15222;13629;110
France;49.32611;2.663889;Houdancourt;SITE000817;SAMP003241;7.46;2.99;8.21;0;5.22;2.99;6.72;7.46;0;1.49;0;0;1.49;9.7;0.75;5.97;2.99;5.97;0;20.15;10.45;15185;14240;134
France;44.05778;7.457222;Lac Long Inferior, Vallée des Merveilles;SITE000795;SAMP004294;12.9;3.23;3.23;0;6.45;6.45;6.45;0;0;0;3.23;0;3.23;16.13;0;6.45;3.23;3.23;0;9.68;16.13;15161;14095;31
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003432;0;3.85;3.85;0;5.77;5.77;5.77;13.46;0;0;0;0;0;13.46;0;5.77;5.77;5.77;0;17.31;13.46;15120;14624;52
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003433;3.23;6.45;9.68;0;6.45;6.45;6.45;12.9;0;0;0;0;0;9.68;0;6.45;3.23;9.68;0;9.68;9.68;15118;14675;31
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003431;3.77;3.77;3.77;0;3.77;3.77;7.55;13.21;0;0;0;0;0;11.32;0;9.43;5.66;3.77;0;18.87;11.32;15103;14549;53
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003430;2.22;6.67;4.44;0;4.44;4.44;6.67;11.11;0;0;0;0;0;13.33;0;6.67;4.44;8.89;0;13.33;13.33;15088;14490;45
Poland;52.2;16.83333;Zabinko;SITE000694;SAMP001808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;15078;14219;1
Poland;52.2;16.83333;Zabinko;SITE000694;SAMP001809;12.5;2.27;2.27;0;4.55;1.14;6.82;11.36;0;2.27;0;0;3.41;7.95;0;4.55;4.55;3.41;0;18.18;14.77;15078;14219;88
Poland;52.2;16.83333;Zabinko;SITE000694;SAMP001810;12.9;3.23;3.23;0;3.23;3.23;3.23;6.45;0;3.23;0;0;6.45;3.23;0;6.45;3.23;6.45;0;22.58;12.9;15078;14219;31
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003429;5;3.33;1.67;0;5;3.33;5;11.67;0;0;0;0;1.67;13.33;1.67;3.33;8.33;5;0;16.67;15;15070;14439;60
England;54.48722;-3.599167;St. Bees;SITE000557;SAMP004012;17.8;1.69;4.24;0;4.24;0.85;3.39;7.63;0;0.85;0.85;0;5.08;12.71;0;1.69;3.39;4.24;0;20.34;11.02;15056;14095;118
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003428;6.25;0;6.25;0;0;6.25;6.25;12.5;0;0;0;0;0;12.5;0;12.5;0;6.25;0;18.75;12.5;15055;14397;16
England;52.33667;-2.280278;Wilden;SITE000656;SAMP001741;7.46;5.97;1.49;0;7.46;7.46;5.97;10.45;0;0;0;1.49;0;10.45;2.99;1.49;5.97;2.99;0;17.91;10.45;15049;12532;67
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003427;75;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;15026;14350;4
France;44.78361;6.288611;Lac des Lauzons;SITE001143;SAMP006171;33.33;0;0;0;0;0;0;33.33;0;0;33.33;0;0;0;0;0;0;0;0;0;0;15021;14301;3
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003426;5.71;5.71;2.86;0;5.71;2.86;5.71;8.57;0;0;0;0;0;8.57;0;2.86;8.57;5.71;0;22.86;14.29;14988;14310;35
England;53.23778;-2.506389;Davenham: Church Moss;SITE000128;SAMP000201;8.75;3.75;6.25;0;7.5;3.75;7.5;7.5;0;0;0;0;1.25;10;1.25;3.75;5;5;0;18.75;10;14985;14219;80
France;44.05778;7.457222;Lac Long Inferior, Vallée des Merveilles;SITE000795;SAMP004293;7.41;1.85;3.7;0;1.85;5.56;9.26;5.56;1.85;0;1.85;0;1.85;11.11;1.85;5.56;3.7;7.41;0;12.96;16.67;14971;13812;54
England;52.33667;-2.280278;Wilden;SITE000656;SAMP001740;0;6.25;0;0;12.5;6.25;6.25;0;0;0;0;0;0;12.5;0;6.25;0;6.25;0;31.25;12.5;14968;12388;16
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003425;9.41;1.18;5.88;0;2.35;1.18;5.88;11.76;0;0;1.18;0;2.35;14.12;0;8.24;4.71;5.88;0;17.65;8.24;14956;14287;85
France;49.74139;2.1525;Conty;SITE000756;SAMP003234;8.33;3.13;3.13;0;4.17;3.13;5.21;4.17;0;1.04;0;0;1.04;12.5;1.04;5.21;3.13;4.17;0;27.08;13.54;14953;13923;96
France;49.74139;2.1525;Conty;SITE000756;SAMP003233;13.66;1.24;3.73;0;4.97;1.86;7.45;5.59;0;0.62;0;1.24;3.11;9.32;1.24;3.73;4.35;5.59;0;18.63;13.66;14953;13923;161
Wales;52.91083;-4.298889;Glanllynnau;SITE000234;SAMP000460;10.06;1.83;5.79;0.3;3.96;1.83;3.05;7.62;0;0.61;0.3;0.91;2.13;11.89;0.61;3.66;2.13;7.32;0;22.26;13.72;14946;13480;328
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003424;6;6;6;0;6;4;4;8;0;0;0;0;0;12;0;4;10;6;0;14;14;14925;14268;50
England;54.41512;-3.483896;Sellafield;SITE001084;SAMP005759;15.38;2.56;2.56;0;7.69;0;5.13;12.82;0;0;0;0;0;12.82;0;2.56;5.13;2.56;0;15.38;15.38;14906;14231;39
England;52.51417;-1.976389;West Bromwich;SITE000647;SAMP001719;5.17;1.72;5.17;0;3.45;1.72;3.45;13.79;0;0;0;0;0;12.07;0;1.72;3.45;5.17;0;32.76;10.34;14893;13727;58
England;52.51417;-1.976389;West Bromwich;SITE000647;SAMP001718;3.45;3.45;4.6;0;6.9;2.3;4.6;8.05;0;0;0;0;0;10.34;0;4.6;5.75;6.9;0;27.59;11.49;14893;13727;87
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003423;3.45;4.31;4.31;0;4.31;2.59;6.03;12.93;0;0;0.86;0;0.86;13.79;0.86;4.31;5.17;6.03;0;18.97;11.21;14888;14248;116
Ireland;52.36666;-6.5;Shortalstown;SITE000531;SAMP001421;14.62;2.31;6.15;0;3.85;2.31;6.15;6.15;0;0;0;0;5.38;10;1.54;3.85;3.08;3.08;0;22.31;9.23;14852;13584;130
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003422;1.75;3.51;5.26;0;5.26;3.51;8.77;8.77;0;0;0;0;0;10.53;0;7.02;7.02;8.77;0;14.04;15.79;14850;14227;57
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003421;1.85;3.7;5.56;0;5.56;3.7;5.56;11.11;0;0;0;0;0;12.96;0;3.7;7.41;9.26;0;16.67;12.96;14806;14209;54
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003420;7.2;4;5.6;0;3.2;2.4;6.4;10.4;0;0;0;0;3.2;12.8;0;6.4;4.8;7.2;0;16;10.4;14775;14195;125
England;54.48722;-3.599167;St. Bees;SITE000557;SAMP004011;13.55;0.65;5.16;0;3.87;1.29;2.58;9.68;0;0.65;0;0.65;5.16;11.61;1.29;1.94;3.23;5.81;0;21.94;10.97;14768;13783;155
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003419;6.67;2.5;4.17;0;2.5;3.33;8.33;10.83;0;0;0;0;0;11.67;0.83;7.5;4.17;4.17;0;21.67;11.67;14745;14180;120
England;53.59;-2.537778;Red Moss;SITE000481;SAMP001245;8;3;5;0;6;3;6;8;0;0;0;0;0;10;0;3;5;5;0;26;12;14728;13720;100
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003418;3.96;2.97;8.91;0;2.97;3.96;7.92;8.91;0;0;0;0;0;11.88;0.99;7.92;3.96;8.91;0;16.83;9.9;14718;14169;101
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003417;6.38;3.19;4.26;0;4.26;2.13;4.26;12.77;0;0;1.06;0;1.06;13.83;0;5.32;6.38;6.38;0;14.89;13.83;14696;14155;94
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003402;17.81;1.37;5.48;0;2.74;1.37;1.37;8.22;0;0;0;0;5.48;10.96;1.37;2.74;2.74;5.48;0;26.03;6.85;14685;14150;73
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003416;5.06;2.53;6.33;0;2.53;2.53;7.59;11.39;0;0;0;0;1.27;13.92;0;8.86;3.8;5.06;0;18.99;10.13;14673;14142;79
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003415;7.69;3.85;5.13;0;6.41;2.56;6.41;8.97;0;0;1.28;0;2.56;14.1;1.28;3.85;6.41;5.13;0;15.38;8.97;14648;14128;78
France;44.05778;7.457222;Lac Long Inferior, Vallée des Merveilles;SITE000795;SAMP004292;6.78;5.08;5.08;0;6.78;8.47;10.17;5.08;0;0;0;0;1.69;10.17;1.69;3.39;5.08;6.78;0;11.86;11.86;14624;13584;59
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003414;5.97;4.48;2.99;0;5.97;2.99;8.96;7.46;0;0;1.49;0;1.49;10.45;0;7.46;5.97;4.48;0;17.91;11.94;14619;14114;67
France;49.74139;2.1525;Conty;SITE000756;SAMP003237;4.2;1.68;4.2;0;5.04;3.36;6.72;8.4;0;0.84;0;0;0.84;10.92;1.68;3.36;5.04;3.36;0;24.37;15.97;14600;13806;119
France;49.74139;2.1525;Conty;SITE000756;SAMP003235;7.69;0.59;2.96;0.59;4.73;2.37;6.51;8.28;0;1.18;0;0.59;1.78;11.24;1.18;2.96;4.14;4.73;0;23.08;15.38;14600;13806;169
France;49.74139;2.1525;Conty;SITE000756;SAMP003236;6.1;1.83;4.27;0;4.27;1.83;4.27;9.15;0;0.61;0;0;1.22;14.02;0.61;3.05;3.05;4.27;0;28.05;13.41;14600;13806;164
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003413;7.69;5.77;1.92;0;7.69;3.85;9.62;5.77;0;0;0;0;1.92;9.62;0;9.62;5.77;3.85;0;15.38;11.54;14580;14097;52
France;44.78361;6.288611;Lac des Lauzons;SITE001143;SAMP006172;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14552;14055;1
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003412;4.65;4.65;4.65;0;6.98;2.33;11.63;9.3;0;0;0;0;0;6.98;0;18.6;4.65;2.33;0;13.95;9.3;14535;14085;43
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003411;15;5;2.5;0;5;2.5;15;5;0;0;0;0;2.5;7.5;0;12.5;5;2.5;0;15;5;14488;14075;40
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003410;3.7;3.7;7.41;0;7.41;3.7;3.7;7.41;0;0;0;0;0;14.81;0;3.7;11.11;7.41;0;11.11;14.81;14359;14037;27
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003409;8.16;4.08;4.08;0;10.2;4.08;6.12;10.2;0;0;0;0;0;10.2;0;8.16;8.16;6.12;0;10.2;10.2;14315;14030;49
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003408;18.75;4.17;4.17;0;4.17;4.17;8.33;4.17;0;0;0;0;6.25;8.33;2.08;6.25;4.17;4.17;0;14.58;6.25;14290;14022;48
England;54.48722;-3.599167;St. Bees;SITE000557;SAMP004010;25.61;0;4.88;0;2.44;0;1.22;6.1;0;1.22;0;1.22;12.2;12.2;0;0;0;2.44;0;20.73;9.76;14282;13586;82
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003407;8.2;3.28;6.56;0;3.28;4.92;6.56;9.84;0;0;0;0;3.28;11.48;1.64;3.28;4.92;4.92;0;18.03;9.84;14265;14011;61
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003387;17.86;5.36;1.79;0;3.57;1.79;3.57;10.71;0;0;0;0;3.57;10.71;0;3.57;3.57;1.79;0;21.43;10.71;14251;14005;56
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003406;26.67;0;2.22;0;2.22;4.44;4.44;4.44;0;2.22;0;4.44;4.44;8.89;2.22;2.22;0;2.22;0;20;8.89;14245;14000;45
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003405;24.19;3.23;1.61;0;3.23;1.61;3.23;4.84;0;0;0;1.61;3.23;12.9;1.61;1.61;1.61;3.23;0;22.58;9.68;14226;13991;62
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003404;17.39;2.9;2.9;0;1.45;1.45;4.35;8.7;0;0;0;1.45;4.35;10.14;1.45;1.45;2.9;4.35;0;26.09;8.7;14211;13981;69
France;49.32611;2.663889;Houdancourt;SITE000817;SAMP003243;7.81;2.34;6.25;0;4.69;2.34;6.25;7.03;0;0;0;0;1.56;10.16;0.78;4.69;4.69;4.69;0;25.78;10.94;14200;13606;128
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003403;22.86;2.86;5.71;0;2.86;1.43;5.71;5.71;0;0;0;1.43;4.29;4.29;1.43;1.43;2.86;5.71;0;21.43;10;14195;13970;70
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003401;22.64;1.89;7.55;0;3.77;1.89;3.77;1.89;0;0;0;0;9.43;5.66;0;1.89;1.89;5.66;0;24.53;7.55;14162;13956;53
Wales;51.52528;-3.523611;Llanilid;SITE000358;SAMP002266;35;2.5;2.5;0;2.5;2.5;2.5;2.5;0;0;0;10;2.5;7.5;0;2.5;2.5;2.5;0;15;7.5;14151;13944;40
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003400;16.67;2.38;4.76;0;4.76;2.38;5.95;8.33;0;0;0;0;4.76;5.95;1.19;1.19;3.57;5.95;0;22.62;9.52;14151;13941;84
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003399;21.62;0;5.41;0;0;0;2.7;5.41;0;0;0;0;8.11;10.81;0;2.7;0;8.11;0;29.73;5.41;14145;13926;37
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003398;18.64;1.69;6.78;0;3.39;1.69;3.39;5.08;0;0;0;1.69;5.08;11.86;0;1.69;3.39;3.39;0;22.03;10.17;14142;13880;59
Scotland;60.05222;-1.360833;Clettnadal;SITE000133;SAMP000255;9.52;4.76;4.76;0;4.76;9.52;4.76;9.52;0;0;0;0;0;9.52;0;9.52;4.76;4.76;0;19.05;4.76;14137;13744;21
England;54.02139;-0.3027778;Gransmoor;SITE000245;SAMP003396;11.9;2.38;4.76;0;4.76;2.38;2.38;7.14;0;0;0;0;2.38;4.76;0;2.38;2.38;4.76;0;40.48;7.14;14115;13820;42
